transaction_id,date,customer_id,product,category,region,channel,quantity,unit_price,discount,revenue
T00883,2025-10-07,C0149,Webcam HD,Accessories,South,Partner,1,88.72,0.1,79.85
T00884,2025-08-15,C0072,Wireless Mouse,Accessories,North,Retail,2,51.35,0.1,92.43
T00885,2025-01-13,C0168,USB-C Dock,Accessories,North,Partner,2,156.28,0,312.56
T00886,2025-11-25,C0143,24in Monitor,Monitors,South,Online,2,240.97,0,481.94
T00887,2025-02-12,C0263,Webcam HD,Accessories,West,Online,3,93.89,0.05,267.59
T00888,2025-09-09,C0342,Wireless Mouse,Accessories,East,Retail,2,46.39,0.05,88.14
T00889,2025-03-17,C0146,Smartphone Lite,Phones,East,Retail,3,491.39,0,1474.17
T00890,2025-06-07,C0228,Noise-Cancel Headset,Audio,West,Retail,3,183.89,0,551.67
T00891,2025-05-28,C0213,27in Monitor,Monitors,South,Partner,3,345.81,0.2,829.94
T00892,2025-11-03,C0269,Laptop Air 13,Computers,East,Online,1,1057.55,0,1057.55
T00893,2025-10-30,C0213,USB-C Dock,Accessories,South,Partner,1,166.91,0,166.91
T00894,2025-08-25,C0196,Smartphone Lite,Phones,East,Partner,2,480.99,0.15,817.68
T00895,2025-09-09,C0253,Laptop Pro 14,Computers,West,Online,3,1312.28,0,3936.84
T00896,2025-01-14,C0326,Laptop Pro 14,Computers,West,Online,1,1320.91,0,1320.91
T00897,2025-12-01,C0353,Smartphone X,Phones,South,Online,3,798.22,0,2394.66
T00898,2025-03-03,C0186,Mechanical Keyboard,Accessories,West,Partner,1,120.41,0.2,96.33
T00899,2025-08-12,C0062,Mechanical Keyboard,Accessories,East,Partner,2,121.77,0.05,231.36
T00900,2025-10-22,C0164,Laptop Pro 14,Computers,West,Partner,3,1230.18,0,3690.54
T00901,2025-03-11,C0183,Wireless Mouse,Accessories,North,Retail,1,48.53,0,48.53
T00902,2025-05-30,C0322,Webcam HD,Accessories,South,Online,2,85.73,0,171.46
T00903,2025-11-03,C0351,27in Monitor,Monitors,East,Retail,2,362.69,0.1,652.84
T00904,2025-12-17,C0074,Smartphone Lite,Phones,North,Online,2,503.79,0,1007.58
T00905,2025-09-23,C0084,Mechanical Keyboard,Accessories,North,Online,1,116.72,0.05,110.88
T00906,2025-03-21,C0315,Webcam HD,Accessories,North,Retail,1,93.24,0,93.24
T00907,2025-08-24,C0179,Laptop Air 13,Computers,East,Partner,1,941.14,0,941.14
T00908,2025-07-05,C0391,27in Monitor,Monitors,East,Online,3,353.09,0.15,900.38
T00909,2025-12-30,C0356,Mechanical Keyboard,Accessories,South,Partner,1,115.04,0.1,103.54
T00910,2025-04-27,C0354,Mechanical Keyboard,Accessories,North,Online,1,112.98,0,112.98
T00911,2025-01-10,C0338,Noise-Cancel Headset,Audio,North,Retail,2,170.58,0,341.16
T00912,2025-03-02,C0050,Mechanical Keyboard,Accessories,North,Partner,1,112.01,0,112.01
T00913,2025-04-16,C0047,Tablet 11,Tablets,South,Partner,3,490.11,0,1470.33
T00914,2025-05-23,C0374,Tablet 11,Tablets,South,Partner,1,499.04,0,499.04
T00915,2025-10-19,C0112,Laptop Air 13,Computers,South,Retail,1,940.74,0.05,893.7
T00916,2025-03-29,C0259,Webcam HD,Accessories,West,Retail,1,93.53,0.1,84.18
T00917,2025-12-24,C0182,Tablet 11,Tablets,West,Retail,1,475.49,0.05,451.72
T00918,2025-04-20,C0064,Webcam HD,Accessories,West,Online,1,94.18,0,94.18
T00919,2025-09-24,C0370,27in Monitor,Monitors,North,Online,1,340.13,0,340.13
T00920,2025-06-17,C0160,Noise-Cancel Headset,Audio,West,Online,1,181.16,0,181.16
T00921,2025-10-11,C0036,USB-C Dock,Accessories,West,Partner,1,153.06,0.1,137.75
T00922,2025-07-08,C0203,27in Monitor,Monitors,West,Partner,1,356.21,0.05,338.4
T00923,2025-12-04,C0303,Smartphone X,Phones,North,Partner,1,789.47,0,789.47
T00924,2025-03-28,C0207,Laptop Air 13,Computers,North,Online,1,963.07,0,963.07
T00925,2025-08-06,C0304,Smartphone Lite,Phones,East,Partner,1,514.93,0.1,463.44
T00926,2025-07-24,C0249,Wireless Mouse,Accessories,East,Online,1,48.44,0.05,46.02
T00927,2025-08-21,C0069,Laptop Air 13,Computers,North,Online,1,966.73,0.05,918.39
T00928,2025-01-28,C0310,Laptop Air 13,Computers,East,Online,1,960.53,0,960.53
T00929,2025-06-05,C0267,Tablet 11,Tablets,West,Retail,2,508.65,0.1,915.57
T00930,2025-04-14,C0176,Mechanical Keyboard,Accessories,North,Online,2,115.6,0.05,219.64
T00931,2025-08-09,C0236,Laptop Air 13,Computers,North,Online,1,984.18,0,984.18
T00932,2025-04-01,C0085,Webcam HD,Accessories,West,Retail,2,93.11,0.1,167.6
T00933,2025-03-10,C0346,Mechanical Keyboard,Accessories,West,Partner,2,113.42,0.05,215.5
T00934,2025-10-11,C0081,Smartphone X,Phones,North,Retail,2,804.97,0.05,1529.44
T00935,2025-05-15,C0393,Noise-Cancel Headset,Audio,East,Retail,2,182.79,0,365.58
T00936,2025-02-01,C0380,Laptop Pro 14,Computers,North,Partner,2,1278.18,0,2556.36
T00937,2025-06-24,C0180,USB-C Dock,Accessories,North,Partner,1,156.28,0,156.28
T00938,2025-05-06,C0353,24in Monitor,Monitors,North,Retail,1,217.59,0,217.59
T00939,2025-02-28,C0337,Wireless Mouse,Accessories,West,Partner,1,46.28,0.05,43.97
T00940,2025-09-21,C0163,USB-C Dock,Accessories,West,Partner,1,160.68,0.05,152.65
T00941,2025-07-19,C0346,Wireless Mouse,Accessories,South,Retail,2,46.65,0.1,83.97
T00942,2025-09-12,C0154,Webcam HD,Accessories,East,Retail,3,85.44,0.05,243.5
T00943,2025-04-14,C0275,Noise-Cancel Headset,Audio,South,Retail,2,169.88,0.2,271.81
T00944,2025-05-16,C0320,Laptop Pro 14,Computers,North,Partner,1,1346.48,0.05,1279.16
T00945,2025-10-24,C0272,Laptop Air 13,Computers,West,Retail,2,1006.96,0,2013.92
T00946,2025-04-18,C0154,Wireless Mouse,Accessories,West,Partner,2,47.83,0.05,90.88
T00947,2025-10-04,C0233,Wireless Mouse,Accessories,South,Online,1,49.73,0,49.73
T00948,2025-11-18,C0339,Smartphone Lite,Phones,West,Retail,1,498.95,0,498.95
T00949,2025-11-23,C0290,Webcam HD,Accessories,North,Partner,3,93.35,0.1,252.04
T00950,2025-04-13,C0392,Wireless Mouse,Accessories,East,Retail,1,50.45,0,50.45
T00951,2025-07-30,C0212,Wireless Mouse,Accessories,East,Retail,3,49.79,0.15,126.96
T00952,2025-11-27,C0059,27in Monitor,Monitors,South,Online,1,345.06,0.05,327.81
T00953,2025-01-15,C0224,24in Monitor,Monitors,West,Partner,2,228.6,0,457.2
T00954,2025-01-19,C0143,24in Monitor,Monitors,South,Partner,1,222.36,0,222.36
T00955,2025-01-22,C0043,Smartphone Lite,Phones,East,Partner,1,520.53,0,520.53
T00956,2025-06-02,C0337,Laptop Air 13,Computers,North,Retail,3,982.63,0,2947.89
T00957,2025-03-13,C0268,24in Monitor,Monitors,East,Retail,1,240.9,0.1,216.81
T00958,2025-02-16,C0300,24in Monitor,Monitors,West,Partner,2,223.87,0.1,402.97
T00959,2025-05-01,C0141,USB-C Dock,Accessories,West,Retail,1,153.55,0,153.55
T00960,2025-05-11,C0058,Tablet 11,Tablets,East,Partner,1,510.95,0.05,485.4
T00961,2025-08-05,C0075,Noise-Cancel Headset,Audio,East,Retail,2,187.15,0.15,318.16
T00962,2025-07-08,C0379,Mechanical Keyboard,Accessories,North,Partner,1,120.51,0.15,102.43
T00963,2025-12-10,C0359,24in Monitor,Monitors,East,Partner,1,232.82,0,232.82
T00964,2025-03-04,C0202,Webcam HD,Accessories,East,Retail,3,87.81,0.1,237.09
T00965,2025-02-16,C0225,24in Monitor,Monitors,East,Partner,1,219.66,0.1,197.69
T00966,2025-07-28,C0252,Laptop Pro 14,Computers,West,Partner,1,1342.56,0,1342.56
T00967,2025-07-31,C0083,Wireless Mouse,Accessories,East,Partner,2,50.88,0.1,91.58
T00968,2025-02-03,C0168,Wireless Mouse,Accessories,West,Partner,1,49.28,0.1,44.35
T00969,2025-01-15,C0329,Laptop Pro 14,Computers,South,Online,2,1290.18,0,2580.36
T00970,2025-07-25,C0081,24in Monitor,Monitors,South,Partner,2,217.52,0,435.04
T00971,2025-11-29,C0164,27in Monitor,Monitors,West,Retail,3,361.26,0.05,1029.59
T00972,2025-03-10,C0145,Mechanical Keyboard,Accessories,South,Online,1,116.54,0.05,110.71
T00973,2025-08-01,C0293,Wireless Mouse,Accessories,South,Online,1,51.62,0.1,46.46
T00974,2025-01-12,C0237,Webcam HD,Accessories,South,Retail,2,93.35,0.05,177.36
T00975,2025-12-26,C0077,27in Monitor,Monitors,North,Retail,1,353.2,0.05,335.54
T00976,2025-03-29,C0233,Tablet 11,Tablets,West,Online,1,495.12,0.1,445.61
T00977,2025-04-25,C0137,Smartphone Lite,Phones,East,Partner,1,517.77,0.15,440.1
T00978,2025-09-11,C0145,USB-C Dock,Accessories,South,Retail,1,160.91,0.1,144.82
T00979,2025-04-03,C0121,USB-C Dock,Accessories,West,Online,2,168.08,0,336.16
T00980,2025-07-09,C0069,Tablet 11,Tablets,East,Partner,2,469.68,0.05,892.39
T00981,2025-07-23,C0306,Smartphone X,Phones,East,Online,1,791.65,0,791.65
T00982,2025-02-18,C0182,Webcam HD,Accessories,North,Online,1,86.17,0,86.17
T00983,2025-05-10,C0190,Webcam HD,Accessories,South,Partner,2,87.88,0,175.76
T00984,2025-01-22,C0174,Tablet 11,Tablets,West,Online,1,498.57,0,498.57
T00985,2025-02-15,C0161,Wireless Mouse,Accessories,North,Online,2,47.59,0,95.18
T00986,2025-09-13,C0135,Mechanical Keyboard,Accessories,East,Partner,2,115.9,0.15,197.03
T00987,2025-06-10,C0392,USB-C Dock,Accessories,South,Partner,3,168.44,0,505.32
T00988,2025-12-03,C0118,Smartphone X,Phones,South,Online,2,765.31,0,1530.62
T00989,2025-08-29,C0254,Mechanical Keyboard,Accessories,North,Retail,1,113.52,0.05,107.84
T00990,2025-07-02,C0369,Smartphone Lite,Phones,South,Online,2,475.8,0.05,904.02
T00991,2025-06-28,C0384,Laptop Air 13,Computers,East,Partner,1,1039.15,0,1039.15
T00992,2025-12-06,C0393,Tablet 11,Tablets,South,Retail,1,469.31,0.2,375.45
T00993,2025-02-09,C0014,24in Monitor,Monitors,East,Partner,2,239.64,0.05,455.32
T00994,2025-12-15,C0166,Laptop Air 13,Computers,South,Online,1,1053.09,0.05,1000.44
T00995,2025-02-11,C0138,Noise-Cancel Headset,Audio,North,Retail,3,178.01,0.05,507.33
T00996,2025-01-23,C0376,Smartphone X,Phones,South,Online,2,841.9,0.05,1599.61
T00997,2025-01-25,C0281,Smartphone X,Phones,West,Online,1,822.38,0.1,740.14
T00998,2025-07-24,C0046,Mechanical Keyboard,Accessories,North,Online,1,124.22,0.15,105.59
T00999,2025-03-25,C0335,USB-C Dock,Accessories,South,Online,2,163.82,0,327.64
T01000,2025-06-02,C0351,Noise-Cancel Headset,Audio,South,Retail,3,188.06,0.1,507.76
T01001,2025-12-07,C0199,Laptop Air 13,Computers,West,Retail,3,997.76,0.05,2843.62
T01002,2025-10-16,C0315,Tablet 11,Tablets,South,Retail,1,517.62,0.1,465.86
T01003,2025-11-19,C0347,USB-C Dock,Accessories,South,Partner,1,168.03,0.05,159.63
T01004,2025-12-18,C0269,Smartphone Lite,Phones,North,Retail,1,506.76,0.05,481.42
T01005,2025-08-28,C0066,USB-C Dock,Accessories,East,Online,1,155.19,0.1,139.67
T01006,2025-09-25,C0024,USB-C Dock,Accessories,North,Partner,1,150.92,0,150.92
T01007,2025-08-06,C0130,USB-C Dock,Accessories,East,Retail,1,160.31,0.05,152.29
T01008,2025-10-27,C0237,Laptop Air 13,Computers,South,Online,2,1027.83,0,2055.66
T01009,2025-07-21,C0301,Laptop Pro 14,Computers,West,Partner,1,1267.46,0.1,1140.71
T01010,2025-08-19,C0096,Tablet 11,Tablets,South,Online,3,524.04,0,1572.12
T01011,2025-02-10,C0223,Smartphone Lite,Phones,North,Online,5,509.38,0,2546.9
T01012,2025-07-22,C0208,Laptop Air 13,Computers,West,Retail,1,994.22,0.05,944.51
T01013,2025-11-13,C0203,Tablet 11,Tablets,East,Online,1,510.39,0.05,484.87
T01014,2025-03-06,C0097,27in Monitor,Monitors,North,Online,1,328.73,0,328.73
T01015,2025-09-04,C0276,Smartphone X,Phones,South,Online,1,831.8,0,831.8
T01016,2025-06-04,C0079,Noise-Cancel Headset,Audio,West,Retail,1,170.76,0,170.76
T01017,2025-08-30,C0292,Laptop Pro 14,Computers,West,Online,3,1252.44,0.05,3569.45
T01018,2025-06-20,C0213,Laptop Pro 14,Computers,West,Partner,1,1288.37,0.1,1159.53
T01019,2025-10-24,C0205,Tablet 11,Tablets,West,Partner,2,471.28,0.2,754.05
T01020,2025-10-30,C0250,Smartphone Lite,Phones,South,Partner,2,517.96,0.05,984.12
T01021,2025-02-01,C0138,Webcam HD,Accessories,West,Retail,1,89.57,0.05,85.09
T01022,2025-03-01,C0224,Noise-Cancel Headset,Audio,North,Online,2,177.89,0.05,337.99
T01023,2025-05-28,C0113,Smartphone Lite,Phones,East,Partner,1,482.96,0,482.96
T01024,2025-12-03,C0214,Noise-Cancel Headset,Audio,East,Retail,1,183.54,0,183.54
T01025,2025-03-24,C0248,Tablet 11,Tablets,South,Online,1,474.22,0.05,450.51
T01026,2025-04-13,C0253,27in Monitor,Monitors,East,Online,2,345.48,0,690.96
T01027,2025-04-18,C0183,Webcam HD,Accessories,South,Online,1,93.07,0,93.07
T01028,2025-09-15,C0117,Laptop Pro 14,Computers,North,Partner,3,1238.83,0,3716.49
T01029,2025-04-25,C0024,Noise-Cancel Headset,Audio,East,Online,1,175.89,0,175.89
T01030,2025-12-20,C0225,Webcam HD,Accessories,West,Online,2,84.2,0,168.4
T01031,2025-02-24,C0288,Tablet 11,Tablets,North,Partner,2,475.16,0.1,855.29
T01032,2025-02-23,C0081,27in Monitor,Monitors,East,Partner,2,366.21,0.1,659.18
T01033,2025-08-15,C0187,Webcam HD,Accessories,East,Online,1,85.31,0.1,76.78
T01034,2025-03-04,C0126,24in Monitor,Monitors,West,Retail,1,236.39,0,236.39
T01035,2025-05-27,C0213,Webcam HD,Accessories,East,Partner,1,91.3,0,91.3
T01036,2025-12-07,C0117,24in Monitor,Monitors,South,Retail,1,226.85,0.1,204.16
T01037,2025-07-31,C0350,USB-C Dock,Accessories,East,Online,3,159.31,0.15,406.24
T01038,2025-08-15,C0036,27in Monitor,Monitors,North,Retail,2,349.73,0.1,629.51
T01039,2025-06-11,C0389,USB-C Dock,Accessories,North,Partner,5,150.63,0,753.15
T01040,2025-11-25,C0366,27in Monitor,Monitors,East,Retail,3,354.51,0,1063.53
T01041,2025-07-25,C0161,Smartphone X,Phones,East,Online,2,820.24,0.1,1476.43
T01042,2025-05-24,C0330,Webcam HD,Accessories,South,Partner,2,87.97,0,175.94
T01043,2025-11-16,C0333,Tablet 11,Tablets,West,Online,2,522.21,0.05,992.2
T01044,2025-06-04,C0379,Laptop Air 13,Computers,South,Partner,1,1025.98,0,1025.98
T01045,2025-10-04,C0175,Mechanical Keyboard,Accessories,South,Online,1,116.32,0.05,110.5
T01046,2025-01-15,C0372,Webcam HD,Accessories,West,Partner,2,91.93,0,183.86
T01047,2025-02-26,C0182,Smartphone Lite,Phones,North,Online,1,506.6,0,506.6
T01048,2025-11-30,C0174,Laptop Air 13,Computers,South,Partner,1,939.68,0.05,892.7
T01049,2025-10-25,C0305,Tablet 11,Tablets,South,Retail,2,508.91,0.15,865.15
T01050,2025-06-03,C0072,Mechanical Keyboard,Accessories,West,Partner,2,120.04,0.1,216.07
T01051,2025-05-07,C0185,Laptop Air 13,Computers,West,Online,1,1037.7,0.05,985.81
T01052,2025-03-17,C0218,Smartphone Lite,Phones,South,Retail,1,474.58,0,474.58
T01053,2025-04-20,C0287,Noise-Cancel Headset,Audio,West,Retail,1,176.91,0.05,168.06
T01054,2025-10-27,C0251,Noise-Cancel Headset,Audio,West,Online,2,183.06,0.2,292.9
T01055,2025-03-15,C0361,Webcam HD,Accessories,North,Partner,1,85.04,0.1,76.54
T01056,2025-04-19,C0190,Noise-Cancel Headset,Audio,North,Partner,1,188.54,0.1,169.69
T01057,2025-07-29,C0079,Laptop Air 13,Computers,North,Retail,1,943.89,0.05,896.7
T01058,2025-06-06,C0073,Wireless Mouse,Accessories,West,Online,1,50.71,0.05,48.17
T01059,2025-06-06,C0063,Mechanical Keyboard,Accessories,East,Online,1,118.84,0.1,106.96
T01060,2025-01-23,C0173,USB-C Dock,Accessories,West,Retail,1,158.09,0,158.09
T01061,2025-11-07,C0231,27in Monitor,Monitors,West,Online,2,347.36,0.05,659.98
T01062,2025-06-16,C0120,Laptop Air 13,Computers,West,Retail,2,988.17,0.05,1877.52
T01063,2025-10-04,C0331,Laptop Pro 14,Computers,North,Online,4,1335.77,0.15,4541.62
T01064,2025-12-29,C0288,Laptop Pro 14,Computers,North,Partner,2,1331.33,0.1,2396.39
T01065,2025-10-14,C0028,Laptop Air 13,Computers,South,Retail,1,1008.21,0.05,957.8
T01066,2025-09-15,C0010,Laptop Pro 14,Computers,East,Online,1,1249.08,0.15,1061.72
T01067,2025-05-06,C0274,Smartphone Lite,Phones,East,Retail,3,474.13,0.05,1351.27
T01068,2025-10-29,C0093,Laptop Pro 14,Computers,West,Online,1,1274.05,0.15,1082.94
T01069,2025-09-28,C0278,Wireless Mouse,Accessories,South,Retail,1,51.82,0,51.82
T01070,2025-03-15,C0209,27in Monitor,Monitors,South,Online,1,340.91,0,340.91
T01071,2025-11-11,C0051,Wireless Mouse,Accessories,East,Online,1,47.81,0.1,43.03
T01072,2025-07-31,C0027,Wireless Mouse,Accessories,South,Online,1,51.35,0.15,43.65
T01073,2025-11-02,C0059,Tablet 11,Tablets,East,Online,1,499.26,0.05,474.3
T01074,2025-06-12,C0325,Noise-Cancel Headset,Audio,South,Online,2,168.88,0,337.76
T01075,2025-05-18,C0285,Webcam HD,Accessories,South,Retail,4,86.29,0.05,327.9
T01076,2025-10-18,C0073,USB-C Dock,Accessories,East,Partner,1,159.01,0.1,143.11
T01077,2025-03-28,C0232,24in Monitor,Monitors,North,Online,2,240.31,0,480.62
T01078,2025-08-26,C0247,Tablet 11,Tablets,East,Partner,1,469.09,0.2,375.27
T01079,2025-05-09,C0300,Smartphone X,Phones,East,Online,1,811.68,0,811.68
T01080,2025-03-24,C0358,Smartphone Lite,Phones,North,Online,2,474.43,0,948.86
T01081,2025-10-12,C0163,Mechanical Keyboard,Accessories,East,Partner,3,119.07,0,357.21
T01082,2025-05-14,C0175,Smartphone Lite,Phones,South,Retail,1,527.92,0,527.92
T01083,2025-11-03,C0002,Wireless Mouse,Accessories,West,Online,1,49.86,0.05,47.37
T01084,2025-01-05,C0251,Smartphone X,Phones,West,Partner,1,817.84,0.05,776.95
T01085,2025-02-11,C0344,Smartphone X,Phones,West,Partner,2,836.64,0.05,1589.62
T01086,2025-03-05,C0199,Wireless Mouse,Accessories,South,Partner,4,49.6,0,198.4
T01087,2025-01-05,C0114,Laptop Air 13,Computers,North,Retail,1,992.36,0.15,843.51
T01088,2025-12-15,C0156,Smartphone Lite,Phones,South,Online,1,505.79,0,505.79
T01089,2025-09-10,C0311,Wireless Mouse,Accessories,South,Online,1,50.2,0.05,47.69
T01090,2025-04-11,C0253,Smartphone X,Phones,South,Partner,1,805.63,0.1,725.07
T01091,2025-04-10,C0090,Smartphone X,Phones,North,Partner,2,808.87,0.05,1536.85
T01092,2025-03-07,C0117,Smartphone Lite,Phones,East,Online,1,503.19,0,503.19
T01093,2025-12-14,C0130,Laptop Pro 14,Computers,West,Online,5,1304.13,0.05,6194.62
T01094,2025-08-07,C0166,Smartphone X,Phones,West,Retail,2,832.93,0.05,1582.57
T01095,2025-05-21,C0389,Laptop Air 13,Computers,North,Partner,2,982.39,0.05,1866.54
T01096,2025-04-25,C0003,Laptop Pro 14,Computers,West,Online,1,1291.03,0,1291.03
T01097,2025-06-21,C0116,Laptop Air 13,Computers,West,Online,3,1057.77,0.1,2855.98
T01098,2025-05-08,C0050,24in Monitor,Monitors,North,Retail,1,232.46,0,232.46
T01099,2025-08-10,C0129,Laptop Pro 14,Computers,South,Online,2,1273.17,0.05,2419.02
T01100,2025-08-31,C0267,24in Monitor,Monitors,South,Online,4,237.84,0.1,856.22
T01101,2025-11-04,C0064,Tablet 11,Tablets,North,Online,1,495.79,0,495.79
T01102,2025-01-18,C0066,USB-C Dock,Accessories,North,Retail,1,150.7,0.1,135.63
T01103,2025-01-29,C0029,Mechanical Keyboard,Accessories,North,Retail,2,113.31,0,226.62
T01104,2025-07-15,C0307,USB-C Dock,Accessories,North,Retail,1,153.91,0.1,138.52
T01105,2025-07-16,C0174,Noise-Cancel Headset,Audio,North,Retail,2,181.56,0.1,326.81
T01106,2025-09-22,C0366,Wireless Mouse,Accessories,North,Partner,2,46.13,0,92.26
T01107,2025-04-10,C0247,Tablet 11,Tablets,West,Online,1,490.34,0.05,465.82
T01108,2025-05-05,C0224,27in Monitor,Monitors,East,Retail,2,341.11,0,682.22
T01109,2025-10-26,C0176,Webcam HD,Accessories,East,Retail,2,86.96,0,173.92
T01110,2025-01-05,C0260,Webcam HD,Accessories,North,Retail,2,84.27,0.05,160.11
T01111,2025-06-26,C0036,24in Monitor,Monitors,East,Online,4,220.79,0.05,839.0
T01112,2025-12-08,C0170,Noise-Cancel Headset,Audio,East,Partner,2,181.14,0.2,289.82
T01113,2025-06-03,C0022,USB-C Dock,Accessories,West,Online,1,166.18,0,166.18
T01114,2025-01-02,C0123,Smartphone X,Phones,West,Partner,1,810.88,0,810.88
T01115,2025-06-19,C0004,Smartphone Lite,Phones,East,Online,1,518.53,0,518.53
T01116,2025-02-07,C0100,Wireless Mouse,Accessories,East,Online,1,47.77,0,47.77
T01117,2025-01-16,C0369,24in Monitor,Monitors,South,Retail,1,239.59,0,239.59
T01118,2025-10-11,C0052,24in Monitor,Monitors,North,Partner,1,238.42,0,238.42
T01119,2025-03-12,C0108,USB-C Dock,Accessories,East,Retail,2,155.92,0.15,265.06
T01120,2025-05-03,C0320,Wireless Mouse,Accessories,West,Partner,3,51.59,0.05,147.03
T01121,2025-02-03,C0099,Laptop Air 13,Computers,West,Partner,1,1034.35,0.15,879.2
T01122,2025-07-11,C0024,Wireless Mouse,Accessories,South,Partner,2,47.5,0.2,76.0
T01123,2025-05-31,C0065,27in Monitor,Monitors,West,Online,1,361.38,0,361.38
T01124,2025-02-11,C0199,Noise-Cancel Headset,Audio,East,Retail,2,171.86,0.05,326.53
T01125,2025-09-23,C0248,Noise-Cancel Headset,Audio,West,Retail,1,179.55,0.1,161.6
T01126,2025-05-18,C0019,Tablet 11,Tablets,South,Online,1,504.03,0.15,428.43
T01127,2025-04-14,C0194,Noise-Cancel Headset,Audio,South,Retail,3,174.83,0,524.49
T01128,2025-05-11,C0266,Webcam HD,Accessories,East,Online,1,86.81,0.1,78.13
T01129,2025-10-26,C0240,Laptop Pro 14,Computers,West,Retail,1,1287.48,0.05,1223.11
T01130,2025-07-08,C0120,Noise-Cancel Headset,Audio,East,Partner,1,172.12,0,172.12
T01131,2025-02-08,C0280,Wireless Mouse,Accessories,North,Retail,3,49.01,0,147.03
T01132,2025-04-27,C0171,Laptop Air 13,Computers,South,Partner,1,1004.52,0,1004.52
T01133,2025-06-18,C0141,Mechanical Keyboard,Accessories,South,Partner,1,121.62,0.1,109.46
T01134,2025-11-06,C0134,27in Monitor,Monitors,North,Retail,5,359.04,0.1,1615.68
T01135,2025-05-25,C0297,Wireless Mouse,Accessories,North,Retail,2,48.45,0,96.9
T01136,2025-12-01,C0117,Webcam HD,Accessories,South,Partner,5,92.9,0.15,394.82
T01137,2025-04-18,C0240,Noise-Cancel Headset,Audio,West,Retail,1,180.13,0.05,171.12
T01138,2025-02-13,C0214,Wireless Mouse,Accessories,South,Retail,3,51.6,0,154.8
T01139,2025-08-19,C0157,Webcam HD,Accessories,North,Retail,1,92.99,0,92.99
T01140,2025-12-04,C0207,Wireless Mouse,Accessories,East,Retail,1,50.09,0,50.09
T01141,2025-10-28,C0170,Laptop Pro 14,Computers,West,Retail,2,1242.75,0,2485.5
T01142,2025-04-15,C0169,USB-C Dock,Accessories,West,Partner,1,158.52,0,158.52
T01143,2025-06-05,C0353,Laptop Air 13,Computers,West,Online,1,960.36,0.05,912.34
T01144,2025-04-06,C0120,24in Monitor,Monitors,East,Partner,1,223.06,0.15,189.6
T01145,2025-09-26,C0168,Laptop Air 13,Computers,West,Retail,1,940.38,0,940.38
T01146,2025-03-22,C0200,Laptop Air 13,Computers,South,Online,1,1028.15,0,1028.15
T01147,2025-04-16,C0310,Mechanical Keyboard,Accessories,East,Partner,1,118.64,0.1,106.78
T01148,2025-04-14,C0074,Webcam HD,Accessories,West,Online,2,85.81,0.05,163.04
T01149,2025-07-24,C0252,Tablet 11,Tablets,West,Retail,3,523.57,0.05,1492.17
T01150,2025-10-22,C0234,Laptop Pro 14,Computers,East,Partner,2,1358.39,0,2716.78
T01151,2025-12-31,C0213,Mechanical Keyboard,Accessories,South,Online,1,124.0,0.1,111.6
T01152,2025-11-13,C0358,Smartphone Lite,Phones,North,Retail,1,508.53,0,508.53
T01153,2025-12-24,C0322,Laptop Pro 14,Computers,East,Partner,1,1263.74,0.1,1137.37
T01154,2025-02-04,C0211,Smartphone Lite,Phones,North,Retail,2,523.48,0.15,889.92
T01155,2025-02-09,C0085,Laptop Air 13,Computers,East,Online,1,988.22,0.1,889.4
T01156,2025-09-17,C0384,Laptop Pro 14,Computers,West,Retail,1,1329.32,0,1329.32
T01157,2025-06-25,C0129,Smartphone Lite,Phones,North,Partner,1,471.32,0,471.32
T01158,2025-03-11,C0043,Wireless Mouse,Accessories,South,Partner,2,48.77,0.05,92.66
T01159,2025-08-13,C0010,27in Monitor,Monitors,North,Online,1,334.82,0,334.82
T01160,2025-05-31,C0391,Laptop Air 13,Computers,North,Partner,2,948.36,0,1896.72
T01161,2025-05-20,C0346,27in Monitor,Monitors,South,Retail,1,357.98,0,357.98
T01162,2025-12-23,C0367,Laptop Pro 14,Computers,North,Retail,3,1320.98,0.1,3566.65
T01163,2025-12-20,C0194,Mechanical Keyboard,Accessories,South,Online,1,112.55,0.05,106.92
T01164,2025-07-11,C0008,24in Monitor,Monitors,East,Online,1,216.03,0,216.03
T01165,2025-12-15,C0341,Smartphone X,Phones,South,Partner,1,760.32,0.15,646.27
T01166,2025-03-27,C0288,Laptop Pro 14,Computers,South,Partner,1,1272.05,0,1272.05
T01167,2025-04-17,C0055,Webcam HD,Accessories,East,Retail,1,86.14,0,86.14
T01168,2025-03-30,C0235,Laptop Pro 14,Computers,South,Online,1,1281.73,0,1281.73
T01169,2025-12-03,C0112,Mechanical Keyboard,Accessories,West,Retail,2,112.82,0,225.64
T01170,2025-11-03,C0292,Noise-Cancel Headset,Audio,South,Retail,5,179.78,0,898.9
T01171,2025-02-18,C0395,Tablet 11,Tablets,South,Retail,1,492.33,0.05,467.71
T01172,2025-03-31,C0342,Smartphone X,Phones,West,Online,2,844.83,0.05,1605.18
T01173,2025-06-21,C0328,Laptop Pro 14,Computers,South,Partner,2,1280.66,0.05,2433.25
T01174,2025-10-28,C0064,Smartphone Lite,Phones,East,Online,5,505.97,0,2529.85
T01175,2025-08-08,C0152,24in Monitor,Monitors,South,Online,2,225.55,0,451.1
T01176,2025-07-12,C0228,24in Monitor,Monitors,East,Online,2,235.19,0,470.38
T01177,2025-05-23,C0213,Wireless Mouse,Accessories,East,Online,2,49.12,0.1,88.42
